Empresa,Anio,Mes,Periodo,Segmento,Factura_Promedio_COP
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,1,2025-01,Comercial,2971060.18
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,1,2025-01,Comercial,923857.6
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,1,2025-01,Comercial,723038.9
ENEL COLOMBIA S.A. E.S.P.,2025,1,2025-01,Comercial,566262.79
ENEL X COLOMBIA S.A.S. ESP,2025,1,2025-01,Comercial,15217752.06
ENERBIT S.A.S E.S.P.,2025,1,2025-01,Comercial,1695971.25
ENERTOTAL S.A. E.S.P.,2025,1,2025-01,Comercial,2052592.41
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,1,2025-01,Comercial,48704066.0
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,2025,1,2025-01,Comercial,1221613194.86
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,1,2025-01,Comercial,35315058.71
ISAGEN S.A. E.S.P.,2025,1,2025-01,Comercial,299022372.18
ITALCOL ENERGIA S.A. ESP.,2025,1,2025-01,Comercial,94814410.0
MESSER ENERGY SERVICES SAS ESP,2025,1,2025-01,Comercial,20671471.0
QI ENERGY SAS ESP,2025,1,2025-01,Comercial,3012599.34
RUITOQUE S.A. E.S.P.,2025,1,2025-01,Comercial,5906910.12
SOL & CIELO ENERGIA SAS ESP,2025,1,2025-01,Comercial,2433042.67
TERPEL ENERGIA S.A.S E.S.P,2025,1,2025-01,Comercial,24719301.56
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,1,2025-01,Comercial,13872003.05
VATIA S.A.S. E.S.P.,2025,1,2025-01,Comercial,3014468.3
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,1,2025-01,Oficial,1527583.5
AIR-E S.A.S. E.S.P.,2025,1,2025-01,Oficial,2785430.53
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,1,2025-01,Oficial,2500903.84
CELSIA COLOMBIA S.A. E.S.P.,2025,1,2025-01,Oficial,1540311.27
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,1,2025-01,Oficial,1207835.2
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,1,2025-01,Oficial,1016942.29
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,1,2025-01,Oficial,512335.2
COLOMBINA ENERGIA SAS ESP,2025,1,2025-01,Oficial,306901520.0
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,1,2025-01,Oficial,2227552.1
COREX ENERGY S.A.S. E.S.P.,2025,1,2025-01,Oficial,123500932.0
DICELER S.A E.S.P.,2025,1,2025-01,Oficial,2419267.18
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,1,2025-01,Oficial,2341394.29
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,1,2025-01,Oficial,1197535.17
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,1,2025-01,Oficial,2196222.4
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,1,2025-01,Oficial,1458349.28
EMPRESA DE ENERGIA DE ARAUCA,2025,1,2025-01,Oficial,2616374.4
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,1,2025-01,Oficial,806801.36
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,1,2025-01,Oficial,1720358.28
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,1,2025-01,Oficial,1253849.76
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,1,2025-01,Oficial,878278.21
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,1,2025-01,Oficial,821951.84
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,1,2025-01,Oficial,2309012.62
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,1,2025-01,Oficial,2116407.69
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,1,2025-01,Oficial,423855.87
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,1,2025-01,Oficial,9929119.73
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,1,2025-01,Oficial,2560703.08
ENEL COLOMBIA S.A. E.S.P.,2025,1,2025-01,Oficial,3424505.98
ENEL X COLOMBIA S.A.S. ESP,2025,1,2025-01,Oficial,20627812.0
ENERBIT S.A.S E.S.P.,2025,1,2025-01,Oficial,7550264.0
ENERTOTAL S.A. E.S.P.,2025,1,2025-01,Oficial,8101128.16
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,1,2025-01,Oficial,17209453.0
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,2025,1,2025-01,Oficial,786856237.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,1,2025-01,Oficial,32136276.0
ITALCOL ENERGIA S.A. ESP.,2025,1,2025-01,Oficial,608857816.0
QI ENERGY SAS ESP,2025,1,2025-01,Oficial,22282422.31
RUITOQUE S.A. E.S.P.,2025,1,2025-01,Oficial,74396901.32
SOL & CIELO ENERGIA SAS ESP,2025,1,2025-01,Oficial,525638.95
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,1,2025-01,Oficial,14391189.14
VATIA S.A.S. E.S.P.,2025,1,2025-01,Oficial,7424978.61
AIR-E S.A.S. E.S.P.,2025,1,2025-01,Otros,27598185.56
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,1,2025-01,Otros,46239325.15
CELSIA COLOMBIA S.A. E.S.P.,2025,1,2025-01,Otros,19129368.62
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,1,2025-01,Otros,1564529.97
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,1,2025-01,Otros,4083038.1
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,1,2025-01,Otros,1895458.27
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,1,2025-01,Otros,96532963.25
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,1,2025-01,Otros,49176733.24
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,1,2025-01,Otros,1608800.64
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,1,2025-01,Otros,1653642.96
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,1,2025-01,Otros,8806757.49
EMPRESA DE ENERGIA DE ARAUCA,2025,1,2025-01,Otros,820346.28
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,1,2025-01,Otros,2403957.45
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,1,2025-01,Otros,4058197.12
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,1,2025-01,Otros,6814084.64
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,1,2025-01,Otros,2566701.68
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,1,2025-01,Otros,2538198.87
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,1,2025-01,Otros,157347.62
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,1,2025-01,Otros,2196755.88
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,1,2025-01,Otros,813855400.25
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,1,2025-01,Otros,6081188.46
ENEL COLOMBIA S.A. E.S.P.,2025,1,2025-01,Otros,107450817.19
QI ENERGY SAS ESP,2025,1,2025-01,Otros,63216474.0
VATIA S.A.S. E.S.P.,2025,1,2025-01,Otros,3561903.08
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,1,2025-01,Total No Residencial,490008.88
AES COLOMBIA & CIA S C A E S P,2025,1,2025-01,Total No Residencial,314937155.95
AIR-E S.A.S. E.S.P.,2025,1,2025-01,Total No Residencial,1612929.2
BIA ENERGY S.A.S. E.S.P.,2025,1,2025-01,Total No Residencial,10780.19
CARIBEMAR DE LA COSTA S.A.S. E.S.P.,2025,1,2025-01,Total No Residencial,1625960.6
CELSIA COLOMBIA S.A. E.S.P.,2025,1,2025-01,Total No Residencial,993030.72
CEMEX ENERGY SAS ESP,2025,1,2025-01,Total No Residencial,387862629.2
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,1,2025-01,Total No Residencial,644522.42
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,1,2025-01,Total No Residencial,411578.13
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,1,2025-01,Total No Residencial,484195.86
COLOMBINA ENERGIA SAS ESP,2025,1,2025-01,Total No Residencial,134252091.3
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,1,2025-01,Total No Residencial,811289.38
COREX ENERGY S.A.S. E.S.P.,2025,1,2025-01,Total No Residencial,123500932.0
DICELER S.A E.S.P.,2025,1,2025-01,Total No Residencial,2368575.07
DRUMMOND POWER S.A.S .ES.P.,2025,1,2025-01,Total No Residencial,58169915.0
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,1,2025-01,Total No Residencial,843016.86
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,1,2025-01,Total No Residencial,642743.32
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,1,2025-01,Total No Residencial,586783.73
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,1,2025-01,Total No Residencial,595349.07
EMPRESA DE ENERGIA DE ARAUCA,2025,1,2025-01,Total No Residencial,529779.82
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,1,2025-01,Total No Residencial,480448.87
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,1,2025-01,Total No Residencial,689733.48
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,1,2025-01,Total No Residencial,491507.4
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,1,2025-01,Total No Residencial,342535.71
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,1,2025-01,Total No Residencial,533693.95
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,1,2025-01,Total No Residencial,562820.35
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,1,2025-01,Total No Residencial,781030.32
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,1,2025-01,Total No Residencial,3943127.26
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,1,2025-01,Total No Residencial,1470663.07
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,1,2025-01,Total No Residencial,1360701.96
ENEL COLOMBIA S.A. E.S.P.,2025,1,2025-01,Total No Residencial,882657.12
ENEL X COLOMBIA S.A.S. ESP,2025,1,2025-01,Total No Residencial,19022429.76
ENERBIT S.A.S E.S.P.,2025,1,2025-01,Total No Residencial,1896115.35
ENERTOTAL S.A. E.S.P.,2025,1,2025-01,Total No Residencial,3069574.22
FRANCA ENERGIA SA ESP,2025,1,2025-01,Total No Residencial,1045820140.0
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,1,2025-01,Total No Residencial,41833616.53
GAP ENERGY GROUP S.A.S ESP,2025,1,2025-01,Total No Residencial,231160089.9
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,2025,1,2025-01,Total No Residencial,839248444.92
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,1,2025-01,Total No Residencial,35180897.43
ISAGEN S.A. E.S.P.,2025,1,2025-01,Total No Residencial,304910142.65
ITALCOL ENERGIA S.A. ESP.,2025,1,2025-01,Total No Residencial,226181858.29
MESSER ENERGY SERVICES SAS ESP,2025,1,2025-01,Total No Residencial,870108491.5
QI ENERGY SAS ESP,2025,1,2025-01,Total No Residencial,3851571.54
RUITOQUE S.A. E.S.P.,2025,1,2025-01,Total No Residencial,10021840.3
SOL & CIELO ENERGIA SAS ESP,2025,1,2025-01,Total No Residencial,1738089.07
TERPEL ENERGIA S.A.S E.S.P,2025,1,2025-01,Total No Residencial,31864811.62
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,1,2025-01,Total No Residencial,14535102.86
VATIA S.A.S. E.S.P.,2025,1,2025-01,Total No Residencial,2975066.85
AIR-E S.A.S. E.S.P.,2025,2,2025-02,Estrato 1,265283.09
CELSIA COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 1,88580.96
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,2,2025-02,Estrato 1,117635.04
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,2,2025-02,Estrato 1,73210.43
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,2,2025-02,Estrato 1,94179.78
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,2,2025-02,Estrato 1,101950.85
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,2,2025-02,Estrato 1,70588.79
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,2,2025-02,Estrato 1,91451.3
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,2,2025-02,Estrato 1,96551.61
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,2,2025-02,Estrato 1,103245.85
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,2,2025-02,Estrato 1,109406.95
EMPRESA DE ENERGIA DE ARAUCA,2025,2,2025-02,Estrato 1,67285.7
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,2,2025-02,Estrato 1,79222.38
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,2,2025-02,Estrato 1,105275.62
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,2,2025-02,Estrato 1,131266.64
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,2,2025-02,Estrato 1,75237.04
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,2,2025-02,Estrato 1,89416.45
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,2,2025-02,Estrato 1,79274.1
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,2,2025-02,Estrato 1,122529.51
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,2,2025-02,Estrato 1,99578.72
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,2,2025-02,Estrato 1,12496.77
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,2,2025-02,Estrato 1,122811.26
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,2,2025-02,Estrato 1,94841.08
ENEL COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 1,94427.14
ENERBIT S.A.S E.S.P.,2025,2,2025-02,Estrato 1,11594.65
ENERTOTAL S.A. E.S.P.,2025,2,2025-02,Estrato 1,82754.02
SOL & CIELO ENERGIA SAS ESP,2025,2,2025-02,Estrato 1,3164158.0
VATIA S.A.S. E.S.P.,2025,2,2025-02,Estrato 1,2388286.1
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,2,2025-02,Estrato 2,48713.84
AIR-E S.A.S. E.S.P.,2025,2,2025-02,Estrato 2,137821.08
BIA ENERGY S.A.S. E.S.P.,2025,2,2025-02,Estrato 2,5312701.2
CELSIA COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 2,102729.39
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,2,2025-02,Estrato 2,148624.64
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,2,2025-02,Estrato 2,84465.63
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,2,2025-02,Estrato 2,99602.29
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,2,2025-02,Estrato 2,108298.36
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,2,2025-02,Estrato 2,85406.39
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,2,2025-02,Estrato 2,109070.42
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,2,2025-02,Estrato 2,122634.17
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,2,2025-02,Estrato 2,106006.08
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,2,2025-02,Estrato 2,115014.77
EMPRESA DE ENERGIA DE ARAUCA,2025,2,2025-02,Estrato 2,129997.18
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,2,2025-02,Estrato 2,84092.57
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,2,2025-02,Estrato 2,124464.25
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,2,2025-02,Estrato 2,163198.27
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,2,2025-02,Estrato 2,96720.98
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,2,2025-02,Estrato 2,99006.58
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,2,2025-02,Estrato 2,85613.38
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,2,2025-02,Estrato 2,144047.59
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,2,2025-02,Estrato 2,128344.24
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,2,2025-02,Estrato 2,40918.95
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,2,2025-02,Estrato 2,126449.82
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,2,2025-02,Estrato 2,105510.52
ENEL COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 2,104892.98
ENEL X COLOMBIA S.A.S. ESP,2025,2,2025-02,Estrato 2,6290679.33
ENERBIT S.A.S E.S.P.,2025,2,2025-02,Estrato 2,118296.87
ENERTOTAL S.A. E.S.P.,2025,2,2025-02,Estrato 2,203315.47
GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A E.S.P,2025,2,2025-02,Estrato 2,204602756.0
GREENYELLOW COMERCIALIZADORA SAS ESP,2025,2,2025-02,Estrato 2,31658830.0
SOL & CIELO ENERGIA SAS ESP,2025,2,2025-02,Estrato 2,1233060.57
TERPEL ENERGIA S.A.S E.S.P,2025,2,2025-02,Estrato 2,6985452.0
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,2,2025-02,Estrato 2,12052715.92
VATIA S.A.S. E.S.P.,2025,2,2025-02,Estrato 2,140605.36
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,2,2025-02,Estrato 3,58498.51
AIR-E S.A.S. E.S.P.,2025,2,2025-02,Estrato 3,174559.78
BIA ENERGY S.A.S. E.S.P.,2025,2,2025-02,Estrato 3,1912457.8
CELSIA COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 3,102303.07
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,2,2025-02,Estrato 3,167101.87
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,2,2025-02,Estrato 3,87708.56
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,2,2025-02,Estrato 3,98926.6
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,2,2025-02,Estrato 3,109790.88
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,2,2025-02,Estrato 3,96101.11
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,2,2025-02,Estrato 3,125568.46
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,2,2025-02,Estrato 3,137790.79
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,2,2025-02,Estrato 3,117815.91
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,2,2025-02,Estrato 3,116013.25
EMPRESA DE ENERGIA DE ARAUCA,2025,2,2025-02,Estrato 3,136160.96
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,2,2025-02,Estrato 3,82149.75
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,2,2025-02,Estrato 3,141176.01
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,2025,2,2025-02,Estrato 3,199191.18
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,2025,2,2025-02,Estrato 3,93589.88
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,2,2025-02,Estrato 3,103481.41
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,2,2025-02,Estrato 3,90809.6
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,2,2025-02,Estrato 3,177060.31
EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P,2025,2,2025-02,Estrato 3,155037.73
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,2,2025-02,Estrato 3,142327.25
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,2,2025-02,Estrato 3,121434.75
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,2,2025-02,Estrato 3,114159.33
ENEL COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 3,98153.53
ENERBIT S.A.S E.S.P.,2025,2,2025-02,Estrato 3,36646.18
ENERTOTAL S.A. E.S.P.,2025,2,2025-02,Estrato 3,216325.29
FUENTES DE ENERGÍAS RENOVABLES S.A.S. ESP,2025,2,2025-02,Estrato 3,15784302.5
QI ENERGY SAS ESP,2025,2,2025-02,Estrato 3,15419.29
SOL & CIELO ENERGIA SAS ESP,2025,2,2025-02,Estrato 3,416318.81
TRANSACCIONES ENERGETICAS S.A.S EMPRESA DE SERVICIOS PÚBLICOS E.S.P,2025,2,2025-02,Estrato 3,24699278.4
VATIA S.A.S. E.S.P.,2025,2,2025-02,Estrato 3,101909.82
A.S.C INGENIERIA SOCIEDAD ANONIMA SA ESP.,2025,2,2025-02,Estrato 4,64971.69
AIR-E S.A.S. E.S.P.,2025,2,2025-02,Estrato 4,233064.79
BIA ENERGY S.A.S. E.S.P.,2025,2,2025-02,Estrato 4,1400746.19
CELSIA COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 4,124722.16
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,2,2025-02,Estrato 4,221760.72
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,2,2025-02,Estrato 4,95034.81
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,2,2025-02,Estrato 4,104935.01
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,2,2025-02,Estrato 4,122618.23
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,2,2025-02,Estrato 4,102648.34
ELECTRIFICADORA DEL CAQUETA S.A. E.S.P,2025,2,2025-02,Estrato 4,196422.73
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,2,2025-02,Estrato 4,218363.9
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,2,2025-02,Estrato 4,148310.17
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,2,2025-02,Estrato 4,137683.97
EMPRESA DE ENERGIA DE ARAUCA,2025,2,2025-02,Estrato 4,234367.07
EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS,2025,2,2025-02,Estrato 4,76417.59
EMPRESA DE ENERGIA DE CASANARE SA ESP,2025,2,2025-02,Estrato 4,173032.97
EMPRESA DE ENERGIA DEL  QUINDIO S.A.E.S.P.,2025,2,2025-02,Estrato 4,116765.81
EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,2025,2,2025-02,Estrato 4,92867.23
EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE SA ESP,2025,2,2025-02,Estrato 4,159020.64
EMPRESA MUNICIPAL DE ENERGÍA ELÉCTRICA S.A-E.S.P,2025,2,2025-02,Estrato 4,97921.18
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,2025,2,2025-02,Estrato 4,125884.16
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,2025,2,2025-02,Estrato 4,129633.64
ENEL COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 4,104070.06
ENERBIT S.A.S E.S.P.,2025,2,2025-02,Estrato 4,72474.3
ENERTOTAL S.A. E.S.P.,2025,2,2025-02,Estrato 4,113385.52
QI ENERGY SAS ESP,2025,2,2025-02,Estrato 4,545837.6
RUITOQUE S.A. E.S.P.,2025,2,2025-02,Estrato 4,162847.56
SOL & CIELO ENERGIA SAS ESP,2025,2,2025-02,Estrato 4,463648.56
VATIA S.A.S. E.S.P.,2025,2,2025-02,Estrato 4,121411.41
AIR-E S.A.S. E.S.P.,2025,2,2025-02,Estrato 5,275782.16
BIA ENERGY S.A.S. E.S.P.,2025,2,2025-02,Estrato 5,1006371.79
CELSIA COLOMBIA S.A. E.S.P.,2025,2,2025-02,Estrato 5,179905.89
CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,2025,2,2025-02,Estrato 5,310522.15
CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,2025,2,2025-02,Estrato 5,99401.45
CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BIC BENEFICIO E INTERES COLECTIVO,2025,2,2025-02,Estrato 5,95085.51
COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,2025,2,2025-02,Estrato 5,143360.51
COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,2025,2,2025-02,Estrato 5,119316.28
ELECTRIFICADORA DEL HUILA S.A. E.S.P.,2025,2,2025-02,Estrato 5,306627.68
ELECTRIFICADORA DEL META S.A. E.S.P.,2025,2,2025-02,Estrato 5,182774.72
ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,2025,2,2025-02,Estrato 5,162815.92
